150
(68200.3, 3744.5, 10.47) (7.29434e-026, 0, 0) (0, 0) 
(68192.4, 3724.25, 7.05) (0, 0, 0) (0, 0) 
(68186, 3757.16, 9.91) (0, 0, 0) (0, 0) 
(68180.2, 3754.15, 10.03) (0, 0, 0) (0, 0) 
(68167.4, 3727.34, 8.05) (0, 0, 0) (0, 0) 
(68165.4, 3740.09, 9.32) (0, 0, 0) (0, 0) 
(68163.5, 3762.29, 9.66) (0, 0, 0) (0, 0) 
(68162.5, 3778.25, 9.17) (0, 0, 0) (0, 0) 
(68157.8, 3764.8, 9.82) (0, 0, 0) (0, 0) 
(68157.1, 3728, 7.7) (0, 0, 0) (0, 0) 
(68145.8, 3743.08, 5.98) (0, 0, 0) (0, 0) 
(68140.6, 3791.6, 6.26) (0, 0, 0) (0, 0) 
(68140.4, 3786.68, 5.75) (0, 0, 0) (0, 0) 
(68140.6, 3767.65, 9.07) (0, 0, 0) (0, 0) 
(68140.2, 3721.33, 4.73) (0, 0, 0) (0, 0) 
(68136.5, 3742.67, 5.43) (0, 0, 0) (0, 0) 
(68134, 3773.27, 8.5) (0, 0, 0) (0, 0) 
(68132.6, 3742.33, 5.18) (0, 0, 0) (0, 0) 
(68126.9, 3784.86, 5.49) (0, 0, 0) (0, 0) 
(68123.4, 3748.35, 4.98) (0, 0, 0) (0, 0) 
(68121.3, 3799.09, 8.39) (0, 0, 0) (0, 0) 
(68122, 3768.11, 6.12) (0, 0, 0) (0, 0) 
(68120.1, 3796.76, 8.12) (0, 0, 0) (0, 0) 
(68120.2, 3738.41, 5.13) (0, 0, 0) (0, 0) 
(68113.9, 3801.92, 8.33) (0, 0, 0) (0, 0) 
(68113.8, 3786.26, 5.47) (0, 0, 0) (0, 0) 
(68111.3, 3729.04, 4.5) (0, 0, 0) (0, 0) 
(68108.5, 3776.55, 5.4) (0, 0, 0) (0, 0) 
(68107.5, 3771.1, 5.66) (0, 0, 0) (0, 0) 
(68103.9, 3718.79, 4.92) (0, 0, 0) (0, 0) 
(68099.3, 3811.68, 7.78) (0, 0, 0) (0, 0) 
(68101.3, 3736.52, 4.43) (0, 0, 0) (0, 0) 
(68044.3, 3413.68, 6.61) (0, 0, 0) (0, 0) 
(68045.6, 3331.52, 5.33) (0, 0, 0) (0, 0) 
(68041, 3403.63, 7.36) (0, 0, 0) (0, 0) 
(68036, 3461.8, 9.08) (0, 0, 0) (0, 0) 
(68033.3, 3503.12, 6.27) (0, 0, 0) (0, 0) 
(68037.3, 3400.02, 7.22) (0, 0, 0) (0, 0) 
(68030.2, 3392.85, 6.26) (0, 0, 0) (0, 0) 
(68025.8, 3455.5, 10.32) (0, 0, 0) (0, 0) 
(68026.5, 3430.92, 9.46) (0, 0, 0) (0, 0) 
(68023.2, 3456.74, 10.46) (0, 0, 0) (0, 0) 
(68022.9, 3367.35, 5.29) (0, 0, 0) (0, 0) 
(68015.9, 3495.45, 10.22) (0, 0, 0) (0, 0) 
(68022.7, 3335.64, 5.07) (0, 0, 0) (0, 0) 
(68018.5, 3396.89, 6.2) (0, 0, 0) (0, 0) 
(68016.9, 3413.67, 8.92) (0, 0, 0) (0, 0) 
(68016.9, 3349.66, 5.33) (0, 0, 0) (0, 0) 
(68012.2, 3429.53, 9.96) (0, 0, 0) (0, 0) 
(68011.2, 3350.21, 5.24) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
(0, 0, 0) (0, 0, 0) (0, 0) 
